date,description,amount,category,transaction_type
2025-07-24,Indian Railways,942.72,Transportation,Expense
2025-07-24,Starbucks,2393.8,Food,Expense
2025-07-24,Tech Corp Salary,32850.19,Salary,Income
2025-07-25,Swiggy,186.23,Food,Expense
2025-07-25,Uber,2735.21,Transportation,Expense
2025-07-25,Zara,952.49,Shopping,Expense
2025-07-26,Ola,732.8,Transportation,Expense
2025-07-26,Metro Card Recharge,971.48,Transportation,Expense
2025-07-26,Zomato,1990.35,Food,Expense
2025-07-26,DMart,2896.9,Shopping,Expense
2025-07-26,Indian Railways,419.74,Transportation,Expense
2025-07-26,Spotify,278.49,Entertainment,Expense
2025-07-26,McDonalds,1825.18,Food,Expense
2025-07-26,Reliance Digital,1188.38,Shopping,Expense
2025-07-26,Electricity Bill,625.76,Bills & Utilities,Expense
2025-07-26,Freelance Gig,106951.16,Salary,Income
2025-07-26,Petrol Pump,1948.19,Transportation,Expense
2025-07-26,Starbucks,2646.74,Food,Expense
2025-07-26,Monthly Rent,10374.23,Rent,Expense
2025-07-27,Netflix,1540.21,Entertainment,Expense
2025-07-27,Zomato,1670.88,Food,Expense
2025-07-27,Monthly Rent,14662.17,Rent,Expense
2025-07-27,Ola,1724.27,Transportation,Expense
2025-07-28,Monthly Rent,15754.5,Rent,Expense
2025-07-28,Reliance Digital,392.86,Shopping,Expense
2025-07-28,Apollo Pharmacy,426.32,Healthcare,Expense
2025-07-28,Dominos Pizza,813.45,Food,Expense
2025-07-28,Zara,389.95,Shopping,Expense
2025-07-28,Starbucks,2439.79,Food,Expense
2025-07-28,Spotify,2278.65,Entertainment,Expense
2025-07-28,Water Bill,1670.28,Bills & Utilities,Expense
2025-07-29,Reliance Digital,2576.39,Shopping,Expense
2025-07-29,MakeMyTrip,9174.15,Travel,Expense
2025-07-29,DMart,159.08,Shopping,Expense
2025-07-29,Ola,2029.37,Transportation,Expense
2025-07-30,Ola,342.13,Transportation,Expense
2025-07-30,Flipkart,1625.59,Shopping,Expense
2025-07-30,Netflix,154.85,Entertainment,Expense
2025-07-30,Electricity Bill,2377.56,Bills & Utilities,Expense
2025-07-30,Metro Card Recharge,2897.87,Transportation,Expense
2025-07-30,Petrol Pump,1029.06,Transportation,Expense
2025-07-30,Zomato,1458.91,Food,Expense
2025-07-30,Spotify,2862.61,Entertainment,Expense
2025-07-30,Airtel Broadband,1025.57,Bills & Utilities,Expense
2025-07-30,McDonalds,2619.18,Food,Expense
2025-07-30,Zomato,1026.06,Food,Expense
2025-07-30,Metro Card Recharge,2687.33,Transportation,Expense
2025-07-31,Amazon Prime,1219.51,Entertainment,Expense
2025-07-31,McDonalds,1312.39,Food,Expense
2025-07-31,PVR Cinemas,2664.45,Entertainment,Expense
2025-07-31,Petrol Pump,2279.26,Transportation,Expense
2025-08-01,Amazon,4420.19,Shopping,Expense
2025-08-01,Amazon,293.63,Shopping,Expense
2025-08-01,McDonalds,1922.37,Food,Expense
2025-08-01,Zomato,1071.98,Food,Expense
2025-08-01,MakeMyTrip,6636.92,Travel,Expense
2025-08-02,Swiggy,1873.21,Food,Expense
2025-08-02,Petrol Pump,1834.26,Transportation,Expense
2025-08-02,Jio Recharge,2894.85,Bills & Utilities,Expense
2025-08-02,Uber,395.69,Transportation,Expense
2025-08-02,Dental Checkup,302.63,Healthcare,Expense
2025-08-02,DMart,2176.9,Shopping,Expense
2025-08-03,Electricity Bill,1494.56,Bills & Utilities,Expense
2025-08-03,Water Bill,1020.84,Bills & Utilities,Expense
2025-08-03,Indigo Airlines,10869.65,Travel,Expense
2025-08-03,Cafe Coffee Day,2164.4,Food,Expense
2025-08-03,Zara,372.13,Shopping,Expense
2025-08-03,Oyo Rooms,5301.88,Travel,Expense
2025-08-04,PVR Cinemas,2569.76,Entertainment,Expense
2025-08-04,Reliance Digital,1524.69,Shopping,Expense
2025-08-04,Spotify,560.01,Entertainment,Expense
2025-08-04,Oyo Rooms,2629.35,Travel,Expense
2025-08-04,Ola,1152.17,Transportation,Expense
2025-08-05,McDonalds,254.44,Food,Expense
2025-08-05,Ola,2476.94,Transportation,Expense
2025-08-05,Myntra,1067.28,Shopping,Expense
2025-08-05,Zara,2808.37,Shopping,Expense
2025-08-05,Dominos Pizza,1556.2,Food,Expense
2025-08-05,Cafe Coffee Day,15407.93,Food,Expense
2025-08-06,Myntra,2850.73,Shopping,Expense
2025-08-06,Zara,930.37,Shopping,Expense
2025-08-06,Uber,2270.88,Transportation,Expense
2025-08-06,Hotel Taj,9363.9,Travel,Expense
2025-08-06,Local Bakery,567.0,Food,Expense
2025-08-06,Consulting Fee,45446.27,Salary,Income
2025-08-07,Uber,2019.32,Transportation,Expense
2025-08-07,Zomato,2246.18,Food,Expense
2025-08-07,Water Bill,2769.36,Bills & Utilities,Expense
2025-08-07,Netflix,500.86,Entertainment,Expense
2025-08-08,Tech Corp Salary,94160.33,Salary,Income
2025-08-08,Tech Corp Salary,92684.42,Salary,Income
2025-08-08,Petrol Pump,2528.51,Transportation,Expense
2025-08-08,Spotify,978.96,Entertainment,Expense
2025-08-08,Tech Corp Salary,52288.46,Salary,Income
2025-08-08,Zara,1117.5,Shopping,Expense
2025-08-08,Airtel Broadband,660.11,Bills & Utilities,Expense
2025-08-08,Petrol Pump,2931.19,Transportation,Expense
2025-08-09,Netflix,2696.94,Entertainment,Expense
2025-08-09,Reliance Digital,120.5,Shopping,Expense
2025-08-09,Flipkart,14582.76,Shopping,Expense
2025-08-09,Hospital Bill,1117.59,Healthcare,Expense
2025-08-09,Zomato,334.35,Food,Expense
2025-08-09,Cafe Coffee Day,1107.24,Food,Expense
2025-08-09,Hospital Bill,823.17,Healthcare,Expense
2025-08-09,Ola,2295.97,Transportation,Expense
2025-08-09,DMart,1578.35,Shopping,Expense
2025-08-10,Netflix,2984.55,Entertainment,Expense
2025-08-10,Starbucks,2875.68,Food,Expense
2025-08-10,Jio Recharge,258.78,Bills & Utilities,Expense
2025-08-10,DMart,2396.24,Shopping,Expense
2025-08-10,Reliance Digital,1718.46,Shopping,Expense
2025-08-10,Ola,1816.87,Transportation,Expense
2025-08-10,Zomato,2974.77,Food,Expense
2025-08-10,Airtel Broadband,988.78,Bills & Utilities,Expense
2025-08-10,Water Bill,1091.88,Bills & Utilities,Expense
2025-08-10,Netflix,2563.55,Entertainment,Expense
2025-08-11,Metro Card Recharge,2783.38,Transportation,Expense
2025-08-11,Consulting Fee,123763.69,Salary,Income
2025-08-11,Zomato,2886.95,Food,Expense
2025-08-11,Jio Recharge,653.09,Bills & Utilities,Expense
2025-08-11,Uber,1007.77,Transportation,Expense
2025-08-11,Ola,2811.97,Transportation,Expense
2025-08-11,Local Bakery,2189.7,Food,Expense
2025-08-11,Water Bill,454.55,Bills & Utilities,Expense
2025-08-11,Flipkart,1903.39,Shopping,Expense
2025-08-12,Freelance Gig,68155.83,Salary,Income
2025-08-12,Local Bakery,630.06,Food,Expense
2025-08-12,Indigo Airlines,3957.58,Travel,Expense
2025-08-12,Swiggy,228.97,Food,Expense
2025-08-12,Jio Recharge,2217.09,Bills & Utilities,Expense
2025-08-12,Swiggy,788.34,Food,Expense
2025-08-13,Reliance Digital,2871.17,Shopping,Expense
2025-08-13,Metro Card Recharge,567.0,Transportation,Expense
2025-08-13,Indian Railways,2841.61,Transportation,Expense
2025-08-13,Reliance Digital,1391.67,Shopping,Expense
2025-08-13,Indian Railways,260.42,Transportation,Expense
2025-08-13,Monthly Rent,14708.48,Rent,Expense
2025-08-13,Zomato,2341.58,Food,Expense
2025-08-14,Flipkart,1338.41,Shopping,Expense
2025-08-14,Cafe Coffee Day,1118.65,Food,Expense
2025-08-14,Indigo Airlines,10103.1,Travel,Expense
2025-08-14,Indian Railways,2055.71,Transportation,Expense
2025-08-14,Myntra,509.48,Shopping,Expense
2025-08-14,Petrol Pump,2793.35,Transportation,Expense
2025-08-14,Petrol Pump,821.87,Transportation,Expense
2025-08-14,Amazon Prime,1172.1,Entertainment,Expense
2025-08-15,Indian Railways,1239.57,Transportation,Expense
2025-08-15,Starbucks,1175.43,Food,Expense
2025-08-15,PVR Cinemas,2919.47,Entertainment,Expense
2025-08-15,Ola,506.46,Transportation,Expense
2025-08-15,Local Bakery,675.67,Food,Expense
2025-08-16,Gas Cylinder,2864.3,Bills & Utilities,Expense
2025-08-16,Flipkart,979.23,Shopping,Expense
2025-08-16,Amazon,1256.8,Shopping,Expense
2025-08-16,Uber,1467.53,Transportation,Expense
2025-08-17,Swiggy,1359.2,Food,Expense
2025-08-17,Metro Card Recharge,1052.9,Transportation,Expense
2025-08-17,Metro Card Recharge,159.07,Transportation,Expense
2025-08-17,Monthly Rent,19625.82,Rent,Expense
2025-08-17,Local Bakery,722.45,Food,Expense
2025-08-17,Tech Corp Salary,101035.85,Salary,Income
2025-08-17,McDonalds,2167.78,Food,Expense
2025-08-17,PVR Cinemas,2409.8,Entertainment,Expense
2025-08-17,Zara,2302.63,Shopping,Expense
2025-08-18,Hospital Bill,631.1,Healthcare,Expense
2025-08-18,Zomato,2995.95,Food,Expense
2025-08-18,Electricity Bill,1688.33,Bills & Utilities,Expense
2025-08-18,Zomato,2545.94,Food,Expense
2025-08-18,Netflix,2586.74,Entertainment,Expense
2025-08-18,Airtel Broadband,1643.6,Bills & Utilities,Expense
2025-08-19,Ola,1802.32,Transportation,Expense
2025-08-19,Indian Railways,2978.86,Transportation,Expense
2025-08-19,Gas Cylinder,306.76,Bills & Utilities,Expense
2025-08-19,Uber,1840.47,Transportation,Expense
2025-08-20,Swiggy,1700.7,Food,Expense
2025-08-20,Electricity Bill,2001.33,Bills & Utilities,Expense
2025-08-20,Electricity Bill,2012.27,Bills & Utilities,Expense
2025-08-20,Airtel Broadband,2932.55,Bills & Utilities,Expense
2025-08-20,Hospital Bill,1426.21,Healthcare,Expense
2025-08-20,Gas Cylinder,1216.77,Bills & Utilities,Expense
2025-08-21,Starbucks,1689.0,Food,Expense
2025-08-21,Cafe Coffee Day,1479.91,Food,Expense
2025-08-21,Hospital Bill,2741.52,Healthcare,Expense
2025-08-21,PVR Cinemas,1916.98,Entertainment,Expense
2025-08-21,Petrol Pump,2306.85,Transportation,Expense
2025-08-21,Flipkart,1084.5,Shopping,Expense
2025-08-21,PVR Cinemas,759.71,Entertainment,Expense
2025-08-21,Cafe Coffee Day,2279.12,Food,Expense
2025-08-21,Consulting Fee,79604.62,Salary,Income
2025-08-21,Indigo Airlines,11723.1,Travel,Expense
2025-08-22,McDonalds,434.53,Food,Expense
2025-08-22,McDonalds,1601.32,Food,Expense
2025-08-22,Consulting Fee,53708.94,Salary,Income
2025-08-22,Spotify,1581.78,Entertainment,Expense
2025-08-22,Indian Railways,1266.28,Transportation,Expense
2025-08-23,Indian Railways,2754.74,Transportation,Expense
2025-08-23,Indian Railways,1746.8,Transportation,Expense
2025-08-23,Cafe Coffee Day,2384.59,Food,Expense
2025-08-23,Ola,2110.26,Transportation,Expense
2025-08-23,McDonalds,1433.14,Food,Expense
2025-08-23,Swiggy,2234.76,Food,Expense
2025-08-23,Ola,2663.04,Transportation,Expense
2025-08-23,MakeMyTrip,14923.76,Travel,Expense
2025-08-23,Ola,1161.27,Transportation,Expense
2025-08-23,Starbucks,127.8,Food,Expense
2025-08-24,Spotify,1396.99,Entertainment,Expense
2025-08-24,Ola,1751.02,Transportation,Expense
2025-08-24,Ola,1317.51,Transportation,Expense
2025-08-24,DMart,1919.74,Shopping,Expense
2025-08-24,Indian Railways,451.28,Transportation,Expense
2025-08-24,Amazon,756.34,Shopping,Expense
2025-08-24,Cafe Coffee Day,592.27,Food,Expense
2025-08-24,Myntra,1113.2,Shopping,Expense
2025-08-24,Zomato,2193.07,Food,Expense
2025-08-25,DMart,2119.49,Shopping,Expense
2025-08-25,Indian Railways,256.14,Transportation,Expense
2025-08-25,Reliance Digital,1983.27,Shopping,Expense
2025-08-25,Reliance Digital,1343.35,Shopping,Expense
2025-08-25,Local Bakery,142.61,Food,Expense
2025-08-25,McDonalds,566.91,Food,Expense
2025-08-25,Ola,402.57,Transportation,Expense
2025-08-25,Petrol Pump,1798.57,Transportation,Expense
2025-08-25,Myntra,824.64,Shopping,Expense
2025-08-25,Ola,1908.34,Transportation,Expense
2025-08-25,Starbucks,1609.06,Food,Expense
2025-08-25,Swiggy,426.78,Food,Expense
2025-08-26,Metro Card Recharge,2301.55,Transportation,Expense
2025-08-26,Petrol Pump,218.08,Transportation,Expense
2025-08-26,Monthly Rent,16121.52,Rent,Expense
2025-08-26,Ola,2500.28,Transportation,Expense
2025-08-26,Metro Card Recharge,2889.79,Transportation,Expense
2025-08-26,Uber,848.27,Transportation,Expense
2025-08-26,Starbucks,913.59,Food,Expense
2025-08-27,BookMyShow,2308.38,Entertainment,Expense
2025-08-27,Flipkart,1634.57,Shopping,Expense
2025-08-27,Hospital Bill,1945.7,Healthcare,Expense
2025-08-27,Practo Consultation,2988.39,Healthcare,Expense
2025-08-27,Airtel Broadband,1687.76,Bills & Utilities,Expense
2025-08-27,Ola,2391.48,Transportation,Expense
2025-08-27,Amazon Prime,2313.93,Entertainment,Expense
2025-08-27,Airtel Broadband,1503.14,Bills & Utilities,Expense
2025-08-28,Water Bill,9802.29,Bills & Utilities,Expense
2025-08-28,Netflix,2354.09,Entertainment,Expense
2025-08-28,Ola,125.08,Transportation,Expense
2025-08-28,Petrol Pump,158.4,Transportation,Expense
2025-08-28,Jio Recharge,2058.55,Bills & Utilities,Expense
2025-08-29,Water Bill,2795.77,Bills & Utilities,Expense
2025-08-29,Reliance Digital,1662.93,Shopping,Expense
2025-08-29,Uber,2917.35,Transportation,Expense
2025-08-29,Netflix,2704.51,Entertainment,Expense
2025-08-29,Zara,2755.07,Shopping,Expense
2025-08-29,Flipkart,1662.65,Shopping,Expense
2025-08-30,Amazon Prime,1128.96,Entertainment,Expense
2025-08-30,Cafe Coffee Day,1122.58,Food,Expense
2025-08-30,Monthly Rent,27625.92,Rent,Expense
2025-08-30,Amazon Prime,2097.99,Entertainment,Expense
2025-08-30,Indian Railways,759.13,Transportation,Expense
2025-08-30,Petrol Pump,2463.69,Transportation,Expense
2025-08-30,Airtel Broadband,2626.04,Bills & Utilities,Expense
2025-08-30,BookMyShow,827.41,Entertainment,Expense
2025-08-30,Dominos Pizza,1441.29,Food,Expense
2025-08-31,Local Bakery,1856.17,Food,Expense
2025-08-31,Indian Railways,2218.18,Transportation,Expense
2025-08-31,Water Bill,1382.83,Bills & Utilities,Expense
2025-08-31,Airtel Broadband,1465.29,Bills & Utilities,Expense
2025-08-31,BookMyShow,2768.97,Entertainment,Expense
2025-08-31,Zomato,467.66,Food,Expense
2025-08-31,Reliance Digital,1980.0,Shopping,Expense
2025-09-01,Zara,488.95,Shopping,Expense
2025-09-01,Metro Card Recharge,870.66,Transportation,Expense
2025-09-01,Water Bill,742.67,Bills & Utilities,Expense
2025-09-01,Petrol Pump,1366.73,Transportation,Expense
2025-09-01,Practo Consultation,1243.96,Healthcare,Expense
2025-09-01,Tech Corp Salary,74691.45,Salary,Income
2025-09-01,McDonalds,1393.3,Food,Expense
2025-09-01,Oyo Rooms,4515.51,Travel,Expense
2025-09-02,Dental Checkup,825.14,Healthcare,Expense
2025-09-02,McDonalds,2240.6,Food,Expense
2025-09-02,MakeMyTrip,9825.67,Travel,Expense
2025-09-02,Indian Railways,1933.07,Transportation,Expense
2025-09-02,Metro Card Recharge,962.66,Transportation,Expense
2025-09-02,Amazon Prime,2239.65,Entertainment,Expense
2025-09-02,Zomato,15181.17,Food,Expense
2025-09-02,Metro Card Recharge,2415.02,Transportation,Expense
2025-09-03,Zara,1160.68,Shopping,Expense
2025-09-03,PVR Cinemas,445.46,Entertainment,Expense
2025-09-03,Electricity Bill,1911.14,Bills & Utilities,Expense
2025-09-03,Monthly Rent,24590.85,Rent,Expense
2025-09-03,Indian Railways,2483.81,Transportation,Expense
2025-09-03,Zara,411.04,Shopping,Expense
2025-09-03,Dominos Pizza,2294.28,Food,Expense
2025-09-03,Reliance Digital,101.07,Shopping,Expense
2025-09-04,Cafe Coffee Day,1326.41,Food,Expense
2025-09-04,Ola,103.63,Transportation,Expense
2025-09-04,Zara,1455.63,Shopping,Expense
2025-09-04,Starbucks,709.08,Food,Expense
2025-09-04,Freelance Gig,75716.16,Salary,Income
2025-09-04,Swiggy,570.33,Food,Expense
2025-09-04,Zara,315.88,Shopping,Expense
2025-09-05,Local Bakery,467.13,Food,Expense
2025-09-05,Cafe Coffee Day,2555.25,Food,Expense
2025-09-05,Monthly Rent,17921.66,Rent,Expense
2025-09-05,Indian Railways,2560.16,Transportation,Expense
2025-09-05,Gas Cylinder,842.83,Bills & Utilities,Expense
2025-09-05,Reliance Digital,2625.99,Shopping,Expense
2025-09-06,PVR Cinemas,436.65,Entertainment,Expense
2025-09-06,PVR Cinemas,1326.31,Entertainment,Expense
2025-09-06,Ola,250.72,Transportation,Expense
2025-09-06,Ola,2038.42,Transportation,Expense
2025-09-06,Uber,1903.59,Transportation,Expense
2025-09-06,Swiggy,1166.7,Food,Expense
2025-09-06,Airtel Broadband,1406.4,Bills & Utilities,Expense
2025-09-06,Zara,2450.37,Shopping,Expense
2025-09-07,Water Bill,2009.24,Bills & Utilities,Expense
2025-09-07,DMart,1673.49,Shopping,Expense
2025-09-07,Practo Consultation,1078.02,Healthcare,Expense
2025-09-07,Monthly Rent,22600.33,Rent,Expense
2025-09-07,Monthly Rent,19161.69,Rent,Expense
2025-09-07,Hotel Taj,12653.08,Travel,Expense
2025-09-08,Hospital Bill,2038.62,Healthcare,Expense
2025-09-08,Zara,1060.62,Shopping,Expense
2025-09-08,Oyo Rooms,5246.73,Travel,Expense
2025-09-09,Netflix,1066.59,Entertainment,Expense
2025-09-09,Amazon Prime,978.37,Entertainment,Expense
2025-09-09,Flipkart,12243.37,Shopping,Expense
2025-09-09,Flipkart,2154.48,Shopping,Expense
2025-09-09,Swiggy,1726.51,Food,Expense
2025-09-09,Spotify,2221.61,Entertainment,Expense
2025-09-09,Metro Card Recharge,1860.36,Transportation,Expense
2025-09-10,Metro Card Recharge,2632.51,Transportation,Expense
2025-09-10,McDonalds,309.39,Food,Expense
2025-09-10,Tech Corp Salary,69648.25,Salary,Income
2025-09-10,Dominos Pizza,419.67,Food,Expense
2025-09-10,Uber,2778.73,Transportation,Expense
2025-09-10,Ola,614.25,Transportation,Expense
2025-09-10,Indian Railways,2059.1,Transportation,Expense
2025-09-10,Uber,1525.26,Transportation,Expense
2025-09-10,Monthly Rent,14608.6,Rent,Expense
2025-09-11,Starbucks,440.93,Food,Expense
2025-09-11,Amazon Prime,815.13,Entertainment,Expense
2025-09-11,Amazon Prime,1069.85,Entertainment,Expense
2025-09-11,Myntra,195.5,Shopping,Expense
2025-09-12,Gas Cylinder,1381.67,Bills & Utilities,Expense
2025-09-12,Ola,1064.11,Transportation,Expense
2025-09-12,Flipkart,653.6,Shopping,Expense
2025-09-12,Reliance Digital,2328.93,Shopping,Expense
2025-09-12,Zomato,2649.72,Food,Expense
2025-09-12,Myntra,1976.06,Shopping,Expense
2025-09-12,Tech Corp Salary,61364.21,Salary,Income
2025-09-13,Zara,2604.62,Shopping,Expense
2025-09-13,Local Bakery,654.4,Food,Expense
2025-09-13,Netflix,339.05,Entertainment,Expense
2025-09-13,Indian Railways,2839.79,Transportation,Expense
2025-09-13,Cafe Coffee Day,1295.8,Food,Expense
2025-09-13,Amazon Prime,2674.45,Entertainment,Expense
2025-09-13,Spotify,1224.19,Entertainment,Expense
2025-09-13,Starbucks,2165.58,Food,Expense
2025-09-14,Petrol Pump,1094.68,Transportation,Expense
2025-09-14,Ola,1838.76,Transportation,Expense
2025-09-14,Starbucks,2832.97,Food,Expense
2025-09-14,Metro Card Recharge,2870.98,Transportation,Expense
2025-09-14,Freelance Gig,50035.74,Salary,Income
2025-09-14,Electricity Bill,2594.13,Bills & Utilities,Expense
2025-09-15,Hotel Taj,10122.32,Travel,Expense
2025-09-15,Uber,715.45,Transportation,Expense
2025-09-15,Electricity Bill,2991.72,Bills & Utilities,Expense
2025-09-15,Starbucks,811.36,Food,Expense
2025-09-15,Ola,2519.51,Transportation,Expense
2025-09-15,Metro Card Recharge,19805.28,Transportation,Expense
2025-09-15,Spotify,27234.29,Entertainment,Expense
2025-09-16,Reliance Digital,2453.6,Shopping,Expense
2025-09-16,BookMyShow,2674.87,Entertainment,Expense
2025-09-16,McDonalds,906.14,Food,Expense
2025-09-17,Jio Recharge,2987.16,Bills & Utilities,Expense
2025-09-17,Water Bill,1717.94,Bills & Utilities,Expense
2025-09-17,Airtel Broadband,544.99,Bills & Utilities,Expense
2025-09-17,Starbucks,1318.93,Food,Expense
2025-09-18,Petrol Pump,1666.17,Transportation,Expense
2025-09-18,Electricity Bill,1866.19,Bills & Utilities,Expense
2025-09-18,Local Bakery,1554.79,Food,Expense
2025-09-18,Amazon,1010.79,Shopping,Expense
2025-09-18,Metro Card Recharge,2927.6,Transportation,Expense
2025-09-18,Local Bakery,2085.83,Food,Expense
2025-09-18,McDonalds,611.04,Food,Expense
2025-09-19,Myntra,1178.36,Shopping,Expense
2025-09-19,Netflix,356.11,Entertainment,Expense
2025-09-19,Consulting Fee,118962.49,Salary,Income
2025-09-20,Zomato,1924.76,Food,Expense
2025-09-20,Ola,2193.88,Transportation,Expense
2025-09-20,Indian Railways,353.36,Transportation,Expense
2025-09-20,Consulting Fee,51908.2,Salary,Income
2025-09-20,Flipkart,648.15,Shopping,Expense
2025-09-20,Gas Cylinder,753.03,Bills & Utilities,Expense
2025-09-20,Indigo Airlines,14730.74,Travel,Expense
2025-09-20,Starbucks,1549.84,Food,Expense
2025-09-21,Flipkart,2283.52,Shopping,Expense
2025-09-21,Apollo Pharmacy,1679.95,Healthcare,Expense
2025-09-21,BookMyShow,866.01,Entertainment,Expense
2025-09-21,Gas Cylinder,2465.59,Bills & Utilities,Expense
2025-09-21,BookMyShow,484.05,Entertainment,Expense
2025-09-21,BookMyShow,612.67,Entertainment,Expense
2025-09-21,Freelance Gig,100630.12,Salary,Income
2025-09-22,Petrol Pump,636.0,Transportation,Expense
2025-09-22,Swiggy,2451.78,Food,Expense
2025-09-22,DMart,553.7,Shopping,Expense
2025-09-22,Petrol Pump,2579.33,Transportation,Expense
2025-09-22,Flipkart,2278.81,Shopping,Expense
2025-09-22,Starbucks,544.9,Food,Expense
2025-09-22,Monthly Rent,16864.42,Rent,Expense
2025-09-22,Dental Checkup,1163.24,Healthcare,Expense
2025-09-22,Monthly Rent,29123.5,Rent,Expense
2025-09-22,Zomato,2579.01,Food,Expense
2025-09-22,Local Bakery,2271.54,Food,Expense
2025-09-22,Uber,1313.04,Transportation,Expense
2025-09-23,Dominos Pizza,1903.42,Food,Expense
2025-09-23,Zomato,685.58,Food,Expense
2025-09-23,Airtel Broadband,716.14,Bills & Utilities,Expense
2025-09-23,Water Bill,758.27,Bills & Utilities,Expense
2025-09-23,Metro Card Recharge,381.28,Transportation,Expense
2025-09-23,Swiggy,2181.93,Food,Expense
2025-09-23,Petrol Pump,523.72,Transportation,Expense
2025-09-23,Petrol Pump,1736.26,Transportation,Expense
2025-09-24,Monthly Rent,14335.35,Rent,Expense
2025-09-24,Starbucks,391.1,Food,Expense
2025-09-24,Zara,1513.21,Shopping,Expense
2025-09-24,Uber,1793.72,Transportation,Expense
2025-09-24,McDonalds,1006.92,Food,Expense
2025-09-24,Petrol Pump,1761.47,Transportation,Expense
2025-09-24,Dominos Pizza,2345.02,Food,Expense
2025-09-24,Spotify,257.55,Entertainment,Expense
2025-09-25,Uber,899.67,Transportation,Expense
2025-09-25,Jio Recharge,547.02,Bills & Utilities,Expense
2025-09-25,Spotify,2856.91,Entertainment,Expense
2025-09-25,Reliance Digital,2868.44,Shopping,Expense
2025-09-25,DMart,1591.65,Shopping,Expense
2025-09-25,Zomato,2097.24,Food,Expense
2025-09-25,Myntra,404.41,Shopping,Expense
2025-09-25,Netflix,2739.29,Entertainment,Expense
2025-09-26,Airtel Broadband,1582.62,Bills & Utilities,Expense
2025-09-26,Metro Card Recharge,691.08,Transportation,Expense
2025-09-26,Dominos Pizza,1704.05,Food,Expense
2025-09-26,Dominos Pizza,1999.76,Food,Expense
2025-09-26,Tech Corp Salary,85981.6,Salary,Income
2025-09-26,Ola,1090.39,Transportation,Expense
2025-09-26,Local Bakery,2144.69,Food,Expense
2025-09-27,Dominos Pizza,1957.42,Food,Expense
2025-09-27,Flipkart,2419.36,Shopping,Expense
2025-09-28,Amazon,2623.97,Shopping,Expense
2025-09-28,Netflix,2908.73,Entertainment,Expense
2025-09-28,Zomato,1207.92,Food,Expense
2025-09-28,Consulting Fee,35982.93,Salary,Income
2025-09-28,Consulting Fee,67744.42,Salary,Income
2025-09-29,Hotel Taj,9621.79,Travel,Expense
2025-09-29,Ola,2699.09,Transportation,Expense
2025-09-29,Cafe Coffee Day,1941.53,Food,Expense
2025-09-29,Indian Railways,2021.23,Transportation,Expense
2025-09-29,Uber,2528.5,Transportation,Expense
2025-09-29,Ola,841.98,Transportation,Expense
2025-09-29,Local Bakery,2495.59,Food,Expense
2025-09-29,Gas Cylinder,680.17,Bills & Utilities,Expense
2025-09-29,Uber,628.02,Transportation,Expense
2025-09-30,Monthly Rent,28661.89,Rent,Expense
2025-09-30,Cafe Coffee Day,1954.37,Food,Expense
2025-09-30,Metro Card Recharge,2600.64,Transportation,Expense
2025-10-01,Metro Card Recharge,2977.33,Transportation,Expense
2025-10-01,Petrol Pump,2389.74,Transportation,Expense
2025-10-01,Zara,2913.61,Shopping,Expense
2025-10-01,Jio Recharge,1883.06,Bills & Utilities,Expense
2025-10-02,Zomato,287.79,Food,Expense
2025-10-02,Ola,1966.86,Transportation,Expense
2025-10-02,Monthly Rent,16371.95,Rent,Expense
2025-10-02,Cafe Coffee Day,397.3,Food,Expense
2025-10-02,Water Bill,2488.2,Bills & Utilities,Expense
2025-10-02,Dominos Pizza,623.7,Food,Expense
2025-10-02,Indian Railways,1787.23,Transportation,Expense
2025-10-02,Starbucks,349.85,Food,Expense
2025-10-02,Cafe Coffee Day,492.9,Food,Expense
2025-10-02,Ola,1764.78,Transportation,Expense
2025-10-02,Ola,562.08,Transportation,Expense
2025-10-02,Monthly Rent,21388.67,Rent,Expense
2025-10-02,Oyo Rooms,10609.55,Travel,Expense
2025-10-02,Reliance Digital,838.31,Shopping,Expense
2025-10-02,Local Bakery,2461.45,Food,Expense
2025-10-03,Local Bakery,912.19,Food,Expense
2025-10-03,Swiggy,2746.31,Food,Expense
2025-10-03,Dominos Pizza,2430.85,Food,Expense
2025-10-03,Amazon,981.11,Shopping,Expense
2025-10-04,Petrol Pump,463.95,Transportation,Expense
2025-10-04,Swiggy,585.71,Food,Expense
2025-10-04,Cafe Coffee Day,989.81,Food,Expense
2025-10-04,Jio Recharge,649.25,Bills & Utilities,Expense
2025-10-04,Myntra,2765.74,Shopping,Expense
2025-10-04,Local Bakery,1962.0,Food,Expense
2025-10-05,Metro Card Recharge,941.15,Transportation,Expense
2025-10-05,Indian Railways,2435.03,Transportation,Expense
2025-10-05,Dominos Pizza,1495.31,Food,Expense
2025-10-05,Cafe Coffee Day,1435.32,Food,Expense
2025-10-05,DMart,2149.57,Shopping,Expense
2025-10-05,Indigo Airlines,8120.65,Travel,Expense
2025-10-06,Metro Card Recharge,2334.32,Transportation,Expense
2025-10-06,Starbucks,1855.39,Food,Expense
2025-10-06,BookMyShow,1571.31,Entertainment,Expense
2025-10-06,Indian Railways,2439.34,Transportation,Expense
2025-10-07,PVR Cinemas,2188.31,Entertainment,Expense
2025-10-07,Local Bakery,2554.52,Food,Expense
2025-10-07,Flipkart,1827.52,Shopping,Expense
2025-10-07,Indian Railways,1350.03,Transportation,Expense
